affected_unit_ids,correction_type,evidence,id,prior_upstream_report_disposition,rationale,recorded_at,responsible_workflow,schema_name,schema_version,source_defect,status,supersedes_id,target_action,upstream_report_disposition
"[""unit.r017.book1.ch01""]",source_fact,"INFORMS Franz Edelman Award page, accessed 2026-08-21; citation key informs2026edelman in preamble/id-ID-source-corrections.bib.",correction.r017.edelman-benefit-total,hold_until_corpus_complete,The localized edition follows the cited primary source rather than silently reproducing the inconsistent number.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,Pinned Chapter 1 states that Franz Edelman Award finalists documented benefits exceeding USD 446 billion; the cited official INFORMS source reports USD 419 billion.,applied_in_target,,Render USD 419 billion in the Indonesian text and preserve the correction as an explicit delta.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch02""]",external_reference,Pinned Book 1 tree plus artifact.external.ooor-examples-authority-manifest at examples commit b924d2fe61ee0ba925903aba615db4f46e65b4be.,correction.r017.examples-screen-printing-links,hold_until_corpus_complete,The reader must not present dead controls as executable laboratories while the source defect remains auditable for later consolidated reporting.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,Three active screen-printing targets return 404 at the pinned examples tree and current master; three same-repository solar-shipping targets are absent from the pinned Book 1 tree.,applied_in_target,,"Disable the two broken code-button groups in the Indonesian Chapter 2 reader, preserve the mathematical examples, and render an explicit edition note instead of fabricated placeholders.",not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.introduction.text"",""unit.r017.book1.ch01""]",topology,Introduction exercise-ladder prose and Chapter 1 exercise environments at pinned source commit.,correction.r017.exercise-ladder-metadata,hold_until_corpus_complete,Avoid silently manufacturing pedagogy while preserving the observed mismatch.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The Introduction promises a graded exercise ladder, but Chapter 1 exposes no machine-readable level metadata.",open,,Record exercises without invented levels; add explicit level tags only after source-backed editorial review.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch01""]",accessibility,Official HTML reader and pinned Chapter 1 TeX.,correction.r017.figure-1-4-alt,hold_until_corpus_complete,The correction aligns nonvisual and visual meaning.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,The official HTML alt text for Figure 1.4 does not match the optimization-model tree shown.,applied_in_target,,Preserve and localize the more accurate source-TeX description.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1.ch01""]",accessibility,Official HTML reader and pinned Chapter 1 TeX.,correction.r017.figure-1-6-alt,hold_until_corpus_complete,The correction adds accessibility metadata without changing mathematical content.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,The official HTML reader exposes the generic alt string 'PIC' for Figure 1.6.,applied_in_target,,Use a content-bearing Indonesian alt description in the derivative.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1"",""unit.r017.book1.ch02""]",localization,"Final controller/shared-package sources plus PDF text, TOC, part page, box headings, and outline inspection.",correction.r017.generated-label-localization,,These are reader-facing structural strings rather than protected titles or code tokens.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The cumulative Indonesian reader retained three active English structural labels generated by the shared LaTeX layer: 'Linear Programming', 'Try it out visually!', and 'Case Study:'.",applied_in_target,,Localize the part title as 'Pemrograman Linear' and the shared reader labels as 'Cobalah secara visual!' and 'Studi Kasus:'.,not_upstream; locale_localization
"[""unit.r017.book1.ch01""]",layout,"Seven explicit Needspace commands plus one wrapfigure-to-figure container delta in the frozen localized Chapter 1 source, with the deterministic replay PDF/build log and all-page visual inspection.",correction.r017.id-reflow-anchor-guards,,"The guards keep each anchor with enough following content, while the normal float lets the unchanged diagram use a readable width in the Indonesian layout.",2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"Indonesian reflow can strand a section or structured-box anchor at the foot of a page, and the source's narrow right-wrapped tree diagram becomes unreadable at the localized measure, even though the mathematical sequence is intact.",applied_in_target,,"Add seven localized Needspace guards before the problem-types, LP, MILP, NLP, MINLP, convex-MINLP, and robust-optimization anchors, and change the tree diagram container from wrapfigure{r}{0.34\textwidth} to a normal figure[htbp] while preserving the exact TikZ, caption, and label; change no mathematical or translatable prose content.",not_upstream; locale_specific_reflow
"[""unit.r017.book1.ch01""]",accessibility,Exact p43 font/CMap diagnosis on the predecessor PDF and zero U+0000/U+0001 in both rebuilt localized PDFs.,correction.r017.least-squares-delimiter-extraction,,The delimiter size is not mathematically significant; correct copy/extraction semantics are.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The large delimiter glyphs around the Chapter 1 least-squares residual use CMEX10 character codes without ToUnicode mappings, yielding U+0000/U+0001 during PDF extraction although the parentheses look correct.",applied_in_target,,"Render the same single-line squared residual with ordinary parentheses, preserving the exact expression while restoring clean Unicode extraction.",not_upstream; localized_pdf_accessibility
"[""unit.r017.book1""]",build,"qa/baseline-build/book1-main.log, software-excel.tex line 65.",correction.r017.missing-excel-solver-layout,hold_until_corpus_complete,The source baseline must remain reproducible and the derivative must not mask a missing upstream asset.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,A clean full-book LaTeX baseline stops because Figures/excel-solver-layout is referenced but absent from the pinned closure.,open,,Do not invent the missing figure; preserve the failure receipt and exclude it from the first-unit closure.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1""]",accessibility,Final pdfinfo and XMP readback of the 47-page and 87-page localized PDFs.,correction.r017.pdf-info-metadata,,Common reader and catalog tools inspect either metadata surface; both should identify the work consistently.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The localized XMP stream carried the creator, but the classic PDF Info dictionary omitted Author and Keywords.",applied_in_target,,Emit Robert Hildebrand as Author and an Indonesian keyword set in both hyperref/XMP metadata and the PDF Info dictionary.,not_upstream; localized_metadata
"[""unit.r017.book1""]",accessibility,Pinned accessibility preamble.,correction.r017.pdf-tagging,hold_until_corpus_complete,Do not claim an accessible tagged PDF when the upstream build disables it.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,Tagged-PDF metadata is disabled because the source notes a tagpdf/amsmath conflict.,open,,Retain honest build disclosure and track tagged-PDF restoration separately.,not_opened; user instructed no author contact; retained for local provenance only
"[""unit.r017.book1""]",build_reproducibility,Two independent fresh Chapter 3 build directories and one fresh Chapter 4 directory match their canonical PDF hashes byte-for-byte after the bounded primitive was added.,correction.r017.pdf-trailer-id,,"Clean builds from distinct output directories must reproduce the complete PDF bytes, not merely all semantic bytes before the trailer.",2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"pdfTeX seeded the PDF trailer /ID from the input filename and build start time, so two isolated clean builds differed only in the 64 hexadecimal trailer-ID digits.",applied_in_target,,"Set pdfTeX's trailer-ID seed explicitly to the frozen corpus, locale, draft date, and upstream authority commit before document-class loading.",not_upstream; derivative_build_reproducibility
"[""unit.r017.book1""]",build_reproducibility,Chapter 6 object-by-object replay isolated one XMP InstanceID plus three PTEX.FileName objects; canonical rebuild and clean replay then matched at SHA-256 63a97aaa....,correction.r017.pdf-xmp-path-determinism,,"Independent builds must reproduce XMP UUIDs, imported-XObject metadata, compressed streams, xref offsets, and final bytes exactly.",2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"SOURCE_DATE_EPOCH alone does not freeze hyperxmp's InstanceID because MiKTeX still exposes live date/time primitives, and relative TEXINPUTS spellings change PTEX.FileName metadata for imported PDF XObjects.",applied_in_target,,Set FORCE_SOURCE_DATE=1 together with SOURCE_DATE_EPOCH and use the normalized absolute baseText TEXINPUTS path in deterministic build scripts.,not_upstream; derivative_build_reproducibility
"[""unit.r017.book1.preface""]",rights_provenance,Pinned and translated frontmatter/preface.tex line 28; the TODO and generic rendered acknowledgment are both preserved.,correction.r017.preface-grant-attribution,hold_until_corpus_complete; do_not_contact_during_production,The missing private wording cannot be reconstructed from the frozen public source and prevents a claim that publication attribution is fully closed.,2026-08-23T00:00:00+02:00,codex-r017-o018-id-production,interlanguage.correction,0.1.0,"The pinned preface contains an author TODO requiring an exact grant-attribution statement from a private 2026-08 email, but the statement is absent from the public authority; the rendered text contains only a generic Open Education Initiative Faculty Grant acknowledgment.",open,,"Preserve and translate the available public acknowledgment, disclose the unresolved required wording, and do not invent it or contact authors during production.",not_opened; user instructed no author contact; retained for local provenance only
