additional_rights_component_ids,alignment_mode,asset_ids,code_data_refs,concept_ids,content_hash_guard,design_questions,edition_id,id,locale,order,parent_id,prerequisite_concept_ids,provenance,recorded_at,required_parameters,resource_id,responsible_workflow,rights_component_id,schema_name,schema_version,source_book_label,source_bytes,source_content_sha256,source_environment,source_file_sha256,source_line,source_line_end,source_local_id,source_locale,source_path,source_target_relationship,starred,status,supersedes_id,target_block_alignment_overrides,target_content_sha256,target_environment,target_hash_guard,target_line,target_line_end,target_local_id,target_locale,target_only_blocks,target_path,title_source,title_target,topology_order_path,topology_path,translation_state,unit_type
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.equation-002,mul,2,unit.r017.book1.ch02.text.section-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,91ebaa0d8df1fdae7d90a30c7a2057d05957d92d2bbebbd6e6a1a1aea937e5aa,equation,,64,66,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,91ebaa0d8df1fdae7d90a30c7a2057d05957d92d2bbebbd6e6a1a1aea937e5aa,equation,pass,61,63,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,,"[1,4,1,1,1,2]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-001"",""unit.r017.book1.ch02.text.equation-002""]",translated,equation
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.equation-003,mul,3,unit.r017.book1.ch02.text.section-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,12df7cbb57380041cdd7184485cb6cd23cb85fc6e455ebc2c6f242afb04b0016,equation,,68,70,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,12df7cbb57380041cdd7184485cb6cd23cb85fc6e455ebc2c6f242afb04b0016,equation,pass,65,67,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,,"[1,4,1,1,1,3]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-001"",""unit.r017.book1.ch02.text.equation-003""]",translated,equation
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.equation-004,mul,4,unit.r017.book1.ch02.text.section-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,f8aeb4542c4e5739733948e69d512b419200151a11326075611ea21ee55f66ba,equation,,72,82,eqn:ScreenPrintEx,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,f8aeb4542c4e5739733948e69d512b419200151a11326075611ea21ee55f66ba,equation,pass,69,79,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,,"[1,4,1,1,1,4]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-001"",""unit.r017.book1.ch02.text.equation-004""]",translated,equation
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.equation-005,mul,5,unit.r017.book1.ch02.text.section-002,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,8c4e79a73af36188c5abc6ed4fa3ed8916c6ea4ded4b995c2d161f9d96a49358,equation,,116,125,eqn:GeneralLPMax,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,8c4e79a73af36188c5abc6ed4fa3ed8916c6ea4ded4b995c2d161f9d96a49358,equation,pass,113,122,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,,"[1,4,1,1,2,5]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-002"",""unit.r017.book1.ch02.text.equation-005""]",translated,equation
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.equation-006,mul,6,unit.r017.book1.ch02.text.section-002,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,6a6ac3f4460f950a14ef868d26bd57c8e085e06d46025dbf2e0270e011995533,equation,,165,167,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,6a6ac3f4460f950a14ef868d26bd57c8e085e06d46025dbf2e0270e011995533,equation,pass,162,164,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,,"[1,4,1,1,2,6]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-002"",""unit.r017.book1.ch02.text.equation-006""]",translated,equation
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.ex-001,mul,1,unit.r017.book1.ch02.text.section-004,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,436cc4efdec53ba7be30c1910683923e439fbd00c1deab5dc7b65cdaccf3e288,ex,,827,836,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,5022d41a98859ae6fe0b6382ccbc731d4955c487bc585eb0d2ae6c574360cfc2,ex,pass,824,833,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Identify Linear Functions,Mengidentifikasi Fungsi Linier,"[1,4,1,1,4,1]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-004"",""unit.r017.book1.ch02.text.ex-001""]",translated,exercise
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.ex-002,mul,2,unit.r017.book1.ch02.text.section-004,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,d724d1cbfc00d420922f1ff335a53b97972945dfd71b0715f1415deb5577046b,ex,,838,846,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,2846c3c5e32d3eb4b50967fd85bcd8c9b7ee60c880ae35d21ce5a2b87587f5cf,ex,pass,835,843,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Identify Linear Function,Mengidentifikasi Fungsi Linier,"[1,4,1,1,4,2]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-004"",""unit.r017.book1.ch02.text.ex-002""]",translated,exercise
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.ex-003,mul,3,unit.r017.book1.ch02.text.section-004,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,2a79024de5507be7a2c0ac436eed276562d6eccf44fc62e900306593f7a5b531,ex,,848,852,ex:HoodiePosters,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,f0ce2d1652eccdb28c98f303ed819f0cf9efde3e85f6b942d918795d33a34b0e,ex,pass,845,849,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Hoodies and Posters,Hoodie dan Poster,"[1,4,1,1,4,3]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-004"",""unit.r017.book1.ch02.text.ex-003""]",translated,exercise
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.ex-004,mul,4,unit.r017.book1.ch02.text.section-004,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,190dddb06c8b057a2c8294a0c8a9d6abc29334b423079d2fa591058ae102bcfd,ex,,854,857,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,e68d295c8566b8872d93000cbe2fed5f0871dcc0d9ce97f837ee54d404a7eb30,ex,pass,851,854,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Smoothie Powders,Bubuk Smoothie,"[1,4,1,1,4,4]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-004"",""unit.r017.book1.ch02.text.ex-004""]",translated,exercise
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.ex-005,mul,5,unit.r017.book1.ch02.text.section-004,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,66f6e77b63e8781106b028f35832d62da114643ef702e2384db15241d5e8adc9,ex,,861,870,ex:ChemicalPlant,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,5163fa5eab1241c1093bdbec30b3494bda61325b6c734215679ca55771fa3976,ex,pass,858,867,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Chemical Manufacturing,Pembuatan Bahan Kimia,"[1,4,1,1,4,5]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-004"",""unit.r017.book1.ch02.text.ex-005""]",translated,exercise
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.ex-006,mul,6,unit.r017.book1.ch02.text.section-004,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,524424ffce2242375996480efb385af53dea3aa347e6799a5d159f68af7dabde,ex,,872,878,ex:ebike-showroom,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,a20d2699ca2b61b6814dc2185969ee9563af32f1ac8ef9e7bcd3293b3febbe87,ex,pass,869,875,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,E-Bike Showroom,Ruang Pamer Sepeda Listrik,"[1,4,1,1,4,6]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-004"",""unit.r017.book1.ch02.text.ex-006""]",translated,exercise
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.ex-007,mul,7,unit.r017.book1.ch02.text.section-004,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,98ccce30fb26ac629a358af97e82a77a8589c7826197820035311d3c37114a44,ex,,880,902,ex:two-machine-profit,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,88bd87d52aa79be9cfb81531d9b582fe03d83143f4581294528121433f229c10,ex,pass,877,899,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Manufacturing Profit Problem,Masalah Laba Manufaktur,"[1,4,1,1,4,7]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-004"",""unit.r017.book1.ch02.text.ex-007""]",translated,exercise
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.ex-008,mul,8,unit.r017.book1.ch02.text.section-004,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,a851ce8008c7e25fe3614933a88c6ac46e73332a1de9f1270351d45850c8c874,ex,,904,926,ex:factory-days,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,513beda4a8fe44c6268318c6129c0cfe47edbe3d0839764abcd7c48fcd93ded1,ex,pass,901,923,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Juice Bottling Plants,Pabrik Pembotolan Jus,"[1,4,1,1,4,8]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-004"",""unit.r017.book1.ch02.text.ex-008""]",translated,exercise
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.ex-009,mul,9,unit.r017.book1.ch02.text.section-004,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,ae34c355cab0e40d23569b02523e48e5f59fc738d059ff568d251aa95c105709,ex,,928,957,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,524d5436060f01382ac30557a19d1a6f9bf8000e32199fa53c66ed93500e666d,ex,pass,925,954,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Quiz Grading Minimization,Meminimumkan Waktu Penilaian Kuis,"[1,4,1,1,4,9]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-004"",""unit.r017.book1.ch02.text.ex-009""]",translated,exercise
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.ex-010,mul,10,unit.r017.book1.ch02.text.section-004,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,99ab07d7cec86278f7badff18c8c2a40916f5f1e35f5499a551f6e4bad68f2d1,ex,,959,979,ex:cafe-scheduling,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,1ea6c242cb398a24ef55ec2d0de764683038b8ffe744a6a98ad8cd0fc9af449e,ex,pass,956,976,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Campus Caf\'e Scheduling,Penjadwalan Kaf\'e Kampus,"[1,4,1,1,4,10]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-004"",""unit.r017.book1.ch02.text.ex-010""]",translated,exercise
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.ex-011,mul,11,unit.r017.book1.ch02.text.section-004,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,86b7b5f0db35d9fe052dbb4681d7eb7f8324dcc5f99eacfb3d6564984909c7d2,ex,,983,995,ex:linear-inequalities-check,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,0426488746e4769823f74a5d0fa91af0dad81d5184c2658ded9c65faab8718d7,ex,pass,980,992,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Identify Linear Inequalities,Mengidentifikasi Kendala Linier,"[1,4,1,1,4,11]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-004"",""unit.r017.book1.ch02.text.ex-011""]",translated,exercise
,,,,"[""concept.expected-value-objective"",""concept.stochastic-optimization""]",,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.ex-012,mul,12,unit.r017.book1.ch02.text.section-004,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,c899f6faca80a9204fb0be956e522fe9693c1c484ee92f1a20bc2eb473713556,ex,,997,1002,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,eddec7a12df34461fb509204d85e0f2617e1f66faa29ca924d2817536b9761b0,ex,pass,994,999,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Random Costs in the Objective,Biaya Acak dalam Fungsi Tujuan,"[1,4,1,1,4,12]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-004"",""unit.r017.book1.ch02.text.ex-012""]",translated,exercise
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.ex-013,mul,13,unit.r017.book1.ch02.text.section-004,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,ba112060e5f8ddccc81f1dec1f05bd23394b1f873973530070f790b5937247b2,ex,,1004,1015,ex:assumption-audit,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,8a343e9f1a1d482f1387836b96b53cdf210bc78e96424b303d3b3a3470feb898,ex,pass,1001,1012,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Which Assumption Breaks?,Asumsi Mana yang Dilanggar?,"[1,4,1,1,4,13]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-004"",""unit.r017.book1.ch02.text.ex-013""]",translated,exercise
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.ex-014,mul,14,unit.r017.book1.ch02.text.section-004,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,563375f96b3ffc55643ced52f96dc9e218d24c642faac9fa52e19e5487ddadb5,ex,,1019,1028,ex:rented-labor,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,e16311f9ba0ef329412692b65ab53b3684c7b4a15fd3f40cd40d15275d5edc3e,ex,pass,1016,1025,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Production with Rented Labor,Produksi dengan Tenaga Kerja Sewa,"[1,4,1,1,4,14]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-004"",""unit.r017.book1.ch02.text.ex-014""]",translated,exercise
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.example-001,mul,1,unit.r017.book1.ch02.text.section-002,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,78fce4480102e3ba6df9a7e2d9e8d3502937525a4fe6c8928cce27f65b192b7d,example,,137,159,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,2a2df97b7855cda223a0a099e3e3b504ee79a5f506a175aeef00998356b1ec83,example,pass,134,156,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Example of a Linear Program,Contoh Program Linear,"[1,4,1,1,2,1]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-002"",""unit.r017.book1.ch02.text.example-001""]",translated,example
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.examplewithallcode-001,mul,1,unit.r017.book1.ch02.text.section-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,789db76b4e6be9d6977412f402603592e96cc781d1b688157098327d3f18cd8f,examplewithallcode,,52,84,eqn:ScreenPrintEx,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,a33592ae7cfbe40d2b951f2684f66377d6fa2b35884c434924d3f59e0dc109ea,example,pass,52,81,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Screen Printing Shop,Usaha Sablon,"[1,4,1,1,1,1]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-001"",""unit.r017.book1.ch02.text.examplewithallcode-001""]",translated,example
,,,,"[""concept.inventory-balance"",""concept.linear-programming"",""concept.production-planning""]",,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.examplewithallcode-002,mul,2,unit.r017.book1.ch02.text.section-003,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,c865b20637d0ad9e10c7faedf691493e61716e4cdc145127d759bf878c8ea925,examplewithallcode,,216,263,example:production-planning,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,ae988764ec5ffcfb71d4cd7526e06b92332a791a1c294ea4a4950130e9d97f39,examplewithallcode,pass,214,261,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Production Planning,Perencanaan Produksi,"[1,4,1,1,3,2]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.examplewithallcode-002""]",translated,example
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.examplewithallcode-003,mul,3,unit.r017.book1.ch02.text.section-003,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,c76aa8d30b9a2c9862b28d154fd9f65af4c32183f5b9fc3b54c8d71a1ddc9506,examplewithallcode,,313,339,example:bakery-production,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,46382eb32a984cb205084d32920069e86ac785f0e72cd92b7f07ac9948d58632,examplewithallcode,pass,311,337,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Bakery Production,Produksi Toko Roti,"[1,4,1,1,3,3]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.examplewithallcode-003""]",translated,example
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.examplewithallcode-004,mul,4,unit.r017.book1.ch02.text.subsection-002,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,c454c2302cf70bc15642a5fa8b7968db5078ca7629f4b2fcf9d7df3c7ab28bef,examplewithallcode,,341,350,example:welding-robot,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,1ba12846097bc9cfb95b120c4ff648947a299024e21929c3a75189330c82f61f,examplewithallcode,pass,339,348,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Production with welding robot,Produksi dengan Robot Las,"[1,4,1,1,3,2,4]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.subsection-002"",""unit.r017.book1.ch02.text.examplewithallcode-004""]",translated,example
,,,,"[""concept.diet-problem"",""concept.linear-programming""]",,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.examplewithallcode-005,mul,5,unit.r017.book1.ch02.text.subsection-002,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,3257949604d0dcba8be87ba8f1d168a2fe251411a35d55c0c337a54d574ff2e6,examplewithallcode,,381,388,example:diet-problem,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,8de6e8b960d268a7d6c5c08154631b3a3eec80a11806d4bdb3794b650e657c2c,examplewithallcode,pass,379,386,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,The Diet Problem,Masalah Diet,"[1,4,1,1,3,2,5]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.subsection-002"",""unit.r017.book1.ch02.text.examplewithallcode-005""]",translated,example
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.examplewithallcode-006,mul,6,unit.r017.book1.ch02.text.subsection-002,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,b065b6b75e1223e9f493cf9184f342f173f89e2dbc47a87c5d26f8c8fd8c7352,examplewithallcode,,436,444,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,47ce4e44cc78c1a54436e379b6db5600601cf0186bccd2c7e1f4b9266b29d598,examplewithallcode,pass,434,442,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,The Next Diet Problem,Masalah Diet Berikutnya,"[1,4,1,1,3,2,6]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.subsection-002"",""unit.r017.book1.ch02.text.examplewithallcode-006""]",translated,example
