active_source_references,asset_type,authority_inventory_bytes,authority_inventory_sha256,authority_witness_target_presence,current_public_source_package_presence,distribution_disposition,edition_id,existing_backend_record,extras_installed,format_classification,frozen_bytes,frozen_path,frozen_sha256,id,localized_derivative_target_presence,machine_backend_evidence_artifact_id,name,o018_pyomo_highs,platform_classification,proprietary_runtime_required_for_r017_workflow,recorded_at,redistribution_status,replacement_asset_ids,resource_id,responsible_workflow,rights_component_id,runtime,runtime_closure_disposition,runtime_closure_evidence_artifact_id,runtime_dependencies,runtime_dependency_ids,schema_name,schema_version,source_bytes,source_content_sha256,source_linkage,source_path,status,supersedes_id,target_bytes,target_content_sha256,target_hash_guard,target_path,version,visualization_runtime_closure_role,wheel_artifact_id,witness_kind
,figure_jpeg,,,,,,,,,,,,,asset.r017.ch03.figure.answer,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.content,,,,,,interlanguage.asset,0.1.0,149768,819c223a671b84ad7300f6517231a3a6296322c29f18abad6a6363cf306407dd,,Intro-Math-Programming/baseText/Figures/excel-solver-answer-report.JPG,source_frozen,,149768,819c223a671b84ad7300f6517231a3a6296322c29f18abad6a6363cf306407dd,pass,Intro-Math-Programming/baseText/Figures/excel-solver-answer-report.JPG,,,,
,figure_jpeg,,,,,,,,,,,,,asset.r017.ch03.figure.button,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.content,,,,,,interlanguage.asset,0.1.0,132845,c6135a5e96abc2ae78469db43f8633a478f847965c09b75c1e9adfddef123b43,,Intro-Math-Programming/baseText/Figures/excel-solver-button.JPG,source_frozen,,132845,c6135a5e96abc2ae78469db43f8633a478f847965c09b75c1e9adfddef123b43,pass,Intro-Math-Programming/baseText/Figures/excel-solver-button.JPG,,,,
,figure_jpeg,,,,,,,,,,,,,asset.r017.ch03.figure.layout,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.content,,,,,,interlanguage.asset,0.1.0,126845,280c8ce396fd1bcacbc67a1ec6bd50bfce334e0f353e373bfad258e02007ee56,,Intro-Math-Programming/baseText/Figures/excel-solver-layout.JPG,source_frozen,,126845,280c8ce396fd1bcacbc67a1ec6bd50bfce334e0f353e373bfad258e02007ee56,pass,Intro-Math-Programming/baseText/Figures/excel-solver-layout.JPG,,,,
,figure_jpeg,,,,,,,,,,,,,asset.r017.ch03.figure.method,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.content,,,,,,interlanguage.asset,0.1.0,23901,5309b3a841814d428617b174ca576c5448c366ac85633e3a9fd7e14e4f716944,,Intro-Math-Programming/baseText/Figures/excel-solver-method.JPG,source_frozen,,23901,5309b3a841814d428617b174ca576c5448c366ac85633e3a9fd7e14e4f716944,pass,Intro-Math-Programming/baseText/Figures/excel-solver-method.JPG,,,,
,figure_jpeg,,,,,,,,,,,,,asset.r017.ch03.figure.select,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.content,,,,,,interlanguage.asset,0.1.0,77126,c1de32b7e857aee618f751068d031100cc2cad714d3bac0121ad99efa7076e78,,Intro-Math-Programming/baseText/Figures/excel-solver-select.JPG,source_frozen,,77126,c1de32b7e857aee618f751068d031100cc2cad714d3bac0121ad99efa7076e78,pass,Intro-Math-Programming/baseText/Figures/excel-solver-select.JPG,,,,
,figure_jpeg,,,,,,,,,,,,,asset.r017.ch03.figure.sensitivity,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.content,,,,,,interlanguage.asset,0.1.0,124820,891a1ffa20363298b9b5a63fedb7b1945d7b5da4cdd572f102efd3247236a5db,,Intro-Math-Programming/baseText/Figures/excel-solver-sensitivity.JPG,source_frozen,,124820,891a1ffa20363298b9b5a63fedb7b1945d7b5da4cdd572f102efd3247236a5db,pass,Intro-Math-Programming/baseText/Figures/excel-solver-sensitivity.JPG,,,,
,figure_jpeg,,,,,,,,,,,,,asset.r017.ch03.figure.solution,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.content,,,,,,interlanguage.asset,0.1.0,90475,2604d10dad868017fa7cb54f9b8d731a7200c259155621c1c079fa7205d8b986,,Intro-Math-Programming/baseText/Figures/excel-solver-solution.JPG,source_frozen,,90475,2604d10dad868017fa7cb54f9b8d731a7200c259155621c1c079fa7205d8b986,pass,Intro-Math-Programming/baseText/Figures/excel-solver-solution.JPG,,,,
,figure_jpeg,,,,,,,,,,,,,asset.r017.ch03.figure.solve,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.content,,,,,,interlanguage.asset,0.1.0,164899,f8fa18eb3b650c29fbd3d0bdf361cff15e99f99f77ba9503b7e893e8b9fa3b79,,Intro-Math-Programming/baseText/Figures/excel-solver-solve.JPG,source_frozen,,164899,f8fa18eb3b650c29fbd3d0bdf361cff15e99f99f77ba9503b7e893e8b9fa3b79,pass,Intro-Math-Programming/baseText/Figures/excel-solver-solve.JPG,,,,
,localized_interactive_source,,,,,present_in_target_tree; public shipment not asserted until release rebuild,,,,,,,,asset.r017.ch03.interactive-excel-solver,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,,artifact.backend.machine-backend-evidence,,,interlanguage.asset,0.1.0,27166,f9d545b2cf7b595d3bd2a79fe78c9e8229a701a932a3e6c832d9cad0971ea1f2,,visualizations/source/excel_solver_demo.jsx,built,,28407,89f2997de2b97b559a2e7d8180ac3ae6f6bd8436fea5e74d9670653c5bdc71c1,pass,visualizations/source/excel_solver_demo.jsx,,demo_entry_module,,
,source_notebook,1299,2c6b8b787e540679e559338d1b32d1f4ddd3198ffbd6d6ab78a347be7205568d,"{""bytes"":1299,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/network_flow_gurobi.ipynb"",""present"":true,""sha256"":""2c6b8b787e540679e559338d1b32d1f4ddd3198ffbd6d6ab78a347be7205568d""}","{""authority_witness_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/network_flow_gurobi.ipynb"",""authority_witness_present"":true,""localized_derivative_path"":null,""localized_derivative_present"":false}",authority_original_present_in_target_and_current_public_source_package,,true,,jupyter_notebook_json,,,,asset.r017.ch03.notebook.network-flow.gurobi,"{""bytes"":null,""path"":null,""present"":false,""sha256"":null}",artifact.backend.machine-backend-evidence,,"{""disposition"":""verified_separately_attributed_pyomo_highs_adaptation"",""mapping_role"":""direct_model_family_witness"",""mapping_unit_ids"":[""unit.o018.lab.ch04.min-cost-flow-warehouses""],""pyomo_highs_applicability"":""applicable"",""runtime_dependency_ids"":[""dependency.pyomo"",""dependency.highs""],""scope_note"":""The warehouse/store minimum-cost-flow adaptation is executable and verified.""}",python_notebook_requiring_proprietary_gurobi_runtime_and_license,true,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,external_proprietary_runtime_not_shipped,,"[""Python"",""Jupyter"",""gurobipy/Gurobi""]","[""dependency.gurobi""]",interlanguage.asset,0.1.0,1299,2c6b8b787e540679e559338d1b32d1f4ddd3198ffbd6d6ab78a347be7205568d,,Intro-Math-Programming/baseText/optimization/optimization-examples/network_flow_gurobi.ipynb,source_frozen,,1299,2c6b8b787e540679e559338d1b32d1f4ddd3198ffbd6d6ab78a347be7205568d,pass,Intro-Math-Programming/baseText/optimization/optimization-examples/network_flow_gurobi.ipynb,,,,optimization_notebook_gurobi
,source_notebook,1398,7c85eb044edab8aaa77fe66ef25c2a5e9b6f735f9680d9fad2201cbe3d79afd5,"{""bytes"":1398,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/network_flow_pulp.ipynb"",""present"":true,""sha256"":""7c85eb044edab8aaa77fe66ef25c2a5e9b6f735f9680d9fad2201cbe3d79afd5""}","{""authority_witness_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/network_flow_pulp.ipynb"",""authority_witness_present"":true,""localized_derivative_path"":null,""localized_derivative_present"":false}",authority_original_present_in_target_and_current_public_source_package,,true,,jupyter_notebook_json,,,,asset.r017.ch03.notebook.network-flow.pulp,"{""bytes"":null,""path"":null,""present"":false,""sha256"":null}",artifact.backend.machine-backend-evidence,,"{""disposition"":""verified_separately_attributed_pyomo_highs_adaptation"",""mapping_role"":""direct_model_family_witness"",""mapping_unit_ids"":[""unit.o018.lab.ch04.min-cost-flow-warehouses""],""pyomo_highs_applicability"":""applicable"",""runtime_dependency_ids"":[""dependency.pyomo"",""dependency.highs""],""scope_note"":""The warehouse/store minimum-cost-flow adaptation is executable and verified.""}",open_source_python_pulp_solver_workflow,false,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,external_runtime_not_frozen_or_shipped_for_this_witness,,"[""Python"",""Jupyter"",""PuLP"",""PuLP solver backend""]",[],interlanguage.asset,0.1.0,1398,7c85eb044edab8aaa77fe66ef25c2a5e9b6f735f9680d9fad2201cbe3d79afd5,,Intro-Math-Programming/baseText/optimization/optimization-examples/network_flow_pulp.ipynb,source_frozen,,1398,7c85eb044edab8aaa77fe66ef25c2a5e9b6f735f9680d9fad2201cbe3d79afd5,pass,Intro-Math-Programming/baseText/optimization/optimization-examples/network_flow_pulp.ipynb,,,,optimization_notebook_pulp
,source_notebook,1214,fe1a214e66af204caf5815b456e25feba94c783dd8472effe383b8be735b58b9,"{""bytes"":1214,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/production_10period_gurobi.ipynb"",""present"":true,""sha256"":""fe1a214e66af204caf5815b456e25feba94c783dd8472effe383b8be735b58b9""}","{""authority_witness_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/production_10period_gurobi.ipynb"",""authority_witness_present"":true,""localized_derivative_path"":null,""localized_derivative_present"":false}",authority_original_present_in_target_and_current_public_source_package,,true,,jupyter_notebook_json,,,,asset.r017.ch03.notebook.production-10period.gurobi,"{""bytes"":null,""path"":null,""present"":false,""sha256"":null}",artifact.backend.machine-backend-evidence,,"{""disposition"":""verified_separately_attributed_pyomo_highs_adaptation"",""mapping_role"":""direct_model_family_witness"",""mapping_unit_ids"":[""unit.o018.lab.ch04.production-10period""],""pyomo_highs_applicability"":""applicable"",""runtime_dependency_ids"":[""dependency.pyomo"",""dependency.highs""],""scope_note"":""The O018 case is executable and verified with maximum violation 0.0.""}",python_notebook_requiring_proprietary_gurobi_runtime_and_license,true,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,external_proprietary_runtime_not_shipped,,"[""Python"",""Jupyter"",""gurobipy/Gurobi""]","[""dependency.gurobi""]",interlanguage.asset,0.1.0,1214,fe1a214e66af204caf5815b456e25feba94c783dd8472effe383b8be735b58b9,,Intro-Math-Programming/baseText/optimization/optimization-examples/production_10period_gurobi.ipynb,source_frozen,,1214,fe1a214e66af204caf5815b456e25feba94c783dd8472effe383b8be735b58b9,pass,Intro-Math-Programming/baseText/optimization/optimization-examples/production_10period_gurobi.ipynb,,,,optimization_notebook_gurobi
,source_notebook,1487,09dd33a58b4e4b609ba08f65eb60d11ae361f57066763c44f5e37d99d241ce37,"{""bytes"":1487,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/production_10period_pulp.ipynb"",""present"":true,""sha256"":""09dd33a58b4e4b609ba08f65eb60d11ae361f57066763c44f5e37d99d241ce37""}","{""authority_witness_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/production_10period_pulp.ipynb"",""authority_witness_present"":true,""localized_derivative_path"":null,""localized_derivative_present"":false}",authority_original_present_in_target_and_current_public_source_package,,true,,jupyter_notebook_json,,,,asset.r017.ch03.notebook.production-10period.pulp,"{""bytes"":null,""path"":null,""present"":false,""sha256"":null}",artifact.backend.machine-backend-evidence,,"{""disposition"":""verified_separately_attributed_pyomo_highs_adaptation"",""mapping_role"":""direct_model_family_witness"",""mapping_unit_ids"":[""unit.o018.lab.ch04.production-10period""],""pyomo_highs_applicability"":""applicable"",""runtime_dependency_ids"":[""dependency.pyomo"",""dependency.highs""],""scope_note"":""The O018 case is executable and verified with maximum violation 0.0.""}",open_source_python_pulp_solver_workflow,false,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,external_runtime_not_frozen_or_shipped_for_this_witness,,"[""Python"",""Jupyter"",""PuLP"",""PuLP solver backend""]",[],interlanguage.asset,0.1.0,1487,09dd33a58b4e4b609ba08f65eb60d11ae361f57066763c44f5e37d99d241ce37,,Intro-Math-Programming/baseText/optimization/optimization-examples/production_10period_pulp.ipynb,source_frozen,,1487,09dd33a58b4e4b609ba08f65eb60d11ae361f57066763c44f5e37d99d241ce37,pass,Intro-Math-Programming/baseText/optimization/optimization-examples/production_10period_pulp.ipynb,,,,optimization_notebook_pulp
,localized_xlsx_workbook,5545,5af2897be5ad9b96f20adf1846495f8fda24a249189b0fc4911607b956439210,"{""bytes"":5545,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/network-flow-excel.xlsx"",""present"":true,""sha256"":""5af2897be5ad9b96f20adf1846495f8fda24a249189b0fc4911607b956439210""}","{""authority_witness_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/network-flow-excel.xlsx"",""authority_witness_present"":true,""localized_derivative_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/network-flow-excel-id-ID.xlsx"",""localized_derivative_present"":true}",authority_original_and_localized_derivative_present_in_target_and_current_public_source_package,,true,,openxml_non_macro_xlsx,,,,asset.r017.ch03.workbook.network-flow.id,"{""bytes"":4448,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/network-flow-excel-id-ID.xlsx"",""present"":true,""sha256"":""fb84d85ee70a612b68e5bcba4e262d7f503905ee4c1a30d4c9e7c46760aab50d""}",artifact.backend.machine-backend-evidence,,"{""disposition"":""verified_separately_attributed_pyomo_highs_adaptation"",""mapping_role"":""direct_model_family_witness"",""mapping_unit_ids"":[""unit.o018.lab.ch04.min-cost-flow-warehouses""],""pyomo_highs_applicability"":""applicable"",""runtime_dependency_ids"":[""dependency.pyomo"",""dependency.highs""],""scope_note"":""The warehouse/store minimum-cost-flow adaptation is executable and verified.""}",cross-application OOXML file; the R017 operational Excel/Excel Solver workflow is proprietary and external,true,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,external_proprietary_runtime_not_shipped,,"[""Microsoft Excel"",""Excel Solver where modeled""]","[""dependency.excel""]",interlanguage.asset,0.1.0,5545,5af2897be5ad9b96f20adf1846495f8fda24a249189b0fc4911607b956439210,,Intro-Math-Programming/baseText/optimization/optimization-examples/network-flow-excel.xlsx,verified,,4448,fb84d85ee70a612b68e5bcba4e262d7f503905ee4c1a30d4c9e7c46760aab50d,pass,Intro-Math-Programming/baseText/optimization/optimization-examples/network-flow-excel-id-ID.xlsx,,,,operational_non_macro_xlsx
,localized_xlsx_workbook,5750,9d80e9a81e0780abdc7ac63791eb5e2bc28bfdddbb15c498515e555b8b8c0f54,"{""bytes"":5750,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/production-10period-excel.xlsx"",""present"":true,""sha256"":""9d80e9a81e0780abdc7ac63791eb5e2bc28bfdddbb15c498515e555b8b8c0f54""}","{""authority_witness_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/production-10period-excel.xlsx"",""authority_witness_present"":true,""localized_derivative_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/production-10period-excel-id-ID.xlsx"",""localized_derivative_present"":true}",authority_original_and_localized_derivative_present_in_target_and_current_public_source_package,,true,,openxml_non_macro_xlsx,,,,asset.r017.ch03.workbook.production-10period.id,"{""bytes"":4624,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/production-10period-excel-id-ID.xlsx"",""present"":true,""sha256"":""4693bfb6f1471e13a9ed51157ab124d61d95780dd5ee45c59dc0c6f7b96b5e9a""}",artifact.backend.machine-backend-evidence,,"{""disposition"":""verified_separately_attributed_pyomo_highs_adaptation"",""mapping_role"":""direct_model_family_witness"",""mapping_unit_ids"":[""unit.o018.lab.ch04.production-10period""],""pyomo_highs_applicability"":""applicable"",""runtime_dependency_ids"":[""dependency.pyomo"",""dependency.highs""],""scope_note"":""The O018 case is executable and verified with maximum violation 0.0.""}",cross-application OOXML file; the R017 operational Excel/Excel Solver workflow is proprietary and external,true,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,external_proprietary_runtime_not_shipped,,"[""Microsoft Excel"",""Excel Solver where modeled""]","[""dependency.excel""]",interlanguage.asset,0.1.0,5750,9d80e9a81e0780abdc7ac63791eb5e2bc28bfdddbb15c498515e555b8b8c0f54,,Intro-Math-Programming/baseText/optimization/optimization-examples/production-10period-excel.xlsx,verified,,4624,4693bfb6f1471e13a9ed51157ab124d61d95780dd5ee45c59dc0c6f7b96b5e9a,pass,Intro-Math-Programming/baseText/optimization/optimization-examples/production-10period-excel-id-ID.xlsx,,,,operational_non_macro_xlsx
,localized_xlsx_workbook,9027,faffcca55a110f736107e43f4fe7b60037f9953fb3266442f879560a72b04745,"{""bytes"":9027,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/production-planning-data.xlsx"",""present"":true,""sha256"":""faffcca55a110f736107e43f4fe7b60037f9953fb3266442f879560a72b04745""}","{""authority_witness_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/production-planning-data.xlsx"",""authority_witness_present"":true,""localized_derivative_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/production-planning-data-id-ID.xlsx"",""localized_derivative_present"":true}",authority_original_and_localized_derivative_present_in_target_and_current_public_source_package,,true,,openxml_non_macro_xlsx,,,,asset.r017.ch03.workbook.production-data.id,"{""bytes"":3665,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/production-planning-data-id-ID.xlsx"",""present"":true,""sha256"":""3b4baa9e9f26653a43a166af24246bceb98881b72bcea55126d9c5ef351ef4ba""}",artifact.backend.machine-backend-evidence,,"{""disposition"":""verified_separately_attributed_pyomo_highs_adaptation"",""mapping_role"":""supporting_parameter_workbook"",""mapping_unit_ids"":[""unit.o018.lab.ch04.production-10period""],""pyomo_highs_applicability"":""applicable"",""runtime_dependency_ids"":[""dependency.pyomo"",""dependency.highs""],""scope_note"":""The workbook is supporting input evidence for the verified ten-period production case.""}",cross-application OOXML file; the R017 operational Excel/Excel Solver workflow is proprietary and external,true,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,external_proprietary_runtime_not_shipped,,"[""Microsoft Excel"",""Excel Solver where modeled""]","[""dependency.excel""]",interlanguage.asset,0.1.0,9027,faffcca55a110f736107e43f4fe7b60037f9953fb3266442f879560a72b04745,,Intro-Math-Programming/baseText/optimization/optimization-examples/production-planning-data.xlsx,verified,,3665,3b4baa9e9f26653a43a166af24246bceb98881b72bcea55126d9c5ef351ef4ba,pass,Intro-Math-Programming/baseText/optimization/optimization-examples/production-planning-data-id-ID.xlsx,,,,operational_non_macro_xlsx
,source_csv_data,,,,,,,,,,,,,asset.r017.ch04.data.family-apartment-preferences,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.content,,,,,,interlanguage.asset,0.1.0,583,5c8b873598a57be4d03fc6c47090a88de014de06b4051a9a8aa63901d7cba223,,Intro-Math-Programming/baseText/optimization/optimization-examples/Family-Apartment_Preferences__12_.csv,source_frozen,,,,,,,,,
,source_javascript_dependency,,,,,present_in_target_tree; public shipment not asserted until release rebuild,,,,,,,,asset.r017.ch04.interactive-math-import,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,,artifact.backend.machine-backend-evidence,,,interlanguage.asset,0.1.0,666,3142bacfe56f7e279302778ea8b29028d796b15ea319eef7efeba6e3e10e4a3b,,visualizations/source/math.jsx,verified,,533,c285197295c484b967f243d58057cff9e894bbd61918f62a6d29e0d32bc5b5d1,pass,visualizations/source/math.jsx,,shared_source_dependency,,
,localized_jsx_interactive,,,,,present_in_target_tree; public shipment not asserted until release rebuild,,,,,,,,asset.r017.ch04.interactive-network-flow,,,,,,,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,,artifact.backend.machine-backend-evidence,,,interlanguage.asset,0.1.0,29620,ab5b582f5d6c4a5788acedea84ff20dba1cd3021cffcd0c0b48733124eeecb0a,,visualizations/source/network_flow_demo.jsx,verified,,32978,110af1e063e78a0cb26b8abd3f9df2e3201ad8b361756a38314f33d9de6a3c4b,pass,visualizations/source/network_flow_demo.jsx,,demo_entry_module,,
,source_notebook,1084,da708580320a5bbb69751d8ad87b243fe623422cad0bac6df6c6bbac5d8c3eff,"{""bytes"":null,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/absolute_value_gurobi.ipynb"",""present"":false,""sha256"":null}","{""authority_witness_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/absolute_value_gurobi.ipynb"",""authority_witness_present"":false,""localized_derivative_path"":null,""localized_derivative_present"":false}",authority_original_pruned_from_target_and_current_public_source_package; frozen_authority_only,,true,,jupyter_notebook_json,,,,asset.r017.ch04.notebook.absolute-value.gurobi,"{""bytes"":null,""path"":null,""present"":false,""sha256"":null}",artifact.backend.machine-backend-evidence,,"{""disposition"":""verified_separately_attributed_pyomo_highs_adaptation"",""mapping_role"":""direct_model_family_witness"",""mapping_unit_ids"":[""unit.o018.lab.ch04.absolute-deviation""],""pyomo_highs_applicability"":""applicable"",""runtime_dependency_ids"":[""dependency.pyomo"",""dependency.highs""],""scope_note"":""The absolute-deviation linearization is executable and verified.""}",python_notebook_requiring_proprietary_gurobi_runtime_and_license,true,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,external_proprietary_runtime_not_shipped,,"[""Python"",""Jupyter"",""gurobipy/Gurobi""]","[""dependency.gurobi""]",interlanguage.asset,0.1.0,1084,da708580320a5bbb69751d8ad87b243fe623422cad0bac6df6c6bbac5d8c3eff,,Intro-Math-Programming/baseText/optimization/optimization-examples/absolute_value_gurobi.ipynb,source_frozen,,,,,,,,,optimization_notebook_gurobi
,source_notebook,1331,4fb2c1dea82c42caba14a63bd557d8837f7944a2882eb2484beee48f05a423c0,"{""bytes"":null,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/absolute_value_pulp.ipynb"",""present"":false,""sha256"":null}","{""authority_witness_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/absolute_value_pulp.ipynb"",""authority_witness_present"":false,""localized_derivative_path"":null,""localized_derivative_present"":false}",authority_original_pruned_from_target_and_current_public_source_package; frozen_authority_only,,true,,jupyter_notebook_json,,,,asset.r017.ch04.notebook.absolute-value.pulp,"{""bytes"":null,""path"":null,""present"":false,""sha256"":null}",artifact.backend.machine-backend-evidence,,"{""disposition"":""verified_separately_attributed_pyomo_highs_adaptation"",""mapping_role"":""direct_model_family_witness"",""mapping_unit_ids"":[""unit.o018.lab.ch04.absolute-deviation""],""pyomo_highs_applicability"":""applicable"",""runtime_dependency_ids"":[""dependency.pyomo"",""dependency.highs""],""scope_note"":""The absolute-deviation linearization is executable and verified.""}",open_source_python_pulp_solver_workflow,false,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,external_runtime_not_frozen_or_shipped_for_this_witness,,"[""Python"",""Jupyter"",""PuLP"",""PuLP solver backend""]",[],interlanguage.asset,0.1.0,1331,4fb2c1dea82c42caba14a63bd557d8837f7944a2882eb2484beee48f05a423c0,,Intro-Math-Programming/baseText/optimization/optimization-examples/absolute_value_pulp.ipynb,source_frozen,,,,,,,,,optimization_notebook_pulp
,source_notebook,1304,4ede788d9695618b2a156e0138cb8b2edee228c45f69c5aebda2e64f829e3db4,"{""bytes"":null,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/airline_maxflow_gurobi.ipynb"",""present"":false,""sha256"":null}","{""authority_witness_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/airline_maxflow_gurobi.ipynb"",""authority_witness_present"":false,""localized_derivative_path"":null,""localized_derivative_present"":false}",authority_original_pruned_from_target_and_current_public_source_package; frozen_authority_only,,true,,jupyter_notebook_json,,,,asset.r017.ch04.notebook.airline-maxflow.gurobi,"{""bytes"":null,""path"":null,""present"":false,""sha256"":null}",artifact.backend.machine-backend-evidence,,"{""disposition"":""verified_corrected_adaptation_with_explicit_witness_divergence"",""mapping_role"":""direct_model_family_witness"",""mapping_unit_ids"":[""unit.o018.lab.ch04.airline-max-flow""],""pyomo_highs_applicability"":""applicable"",""runtime_dependency_ids"":[""dependency.pyomo"",""dependency.highs""],""scope_note"":""The frozen workbook/notebooks encode d->e and objective 9; O018 separately implements the printed/corrected d->t network with objective 12 and records the divergence.""}",python_notebook_requiring_proprietary_gurobi_runtime_and_license,true,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,external_proprietary_runtime_not_shipped,,"[""Python"",""Jupyter"",""gurobipy/Gurobi""]","[""dependency.gurobi""]",interlanguage.asset,0.1.0,1304,4ede788d9695618b2a156e0138cb8b2edee228c45f69c5aebda2e64f829e3db4,,Intro-Math-Programming/baseText/optimization/optimization-examples/airline_maxflow_gurobi.ipynb,source_frozen,,,,,,,,,optimization_notebook_gurobi
,source_notebook,1354,f9ba8ba0cfac56393ec8cf5c42a47c0466db179da3eaa80a532cf19ce3336fca,"{""bytes"":null,""path"":""Intro-Math-Programming/baseText/optimization/optimization-examples/airline_maxflow_pulp.ipynb"",""present"":false,""sha256"":null}","{""authority_witness_path"":""source/Intro-Math-Programming/baseText/optimization/optimization-examples/airline_maxflow_pulp.ipynb"",""authority_witness_present"":false,""localized_derivative_path"":null,""localized_derivative_present"":false}",authority_original_pruned_from_target_and_current_public_source_package; frozen_authority_only,,true,,jupyter_notebook_json,,,,asset.r017.ch04.notebook.airline-maxflow.pulp,"{""bytes"":null,""path"":null,""present"":false,""sha256"":null}",artifact.backend.machine-backend-evidence,,"{""disposition"":""verified_corrected_adaptation_with_explicit_witness_divergence"",""mapping_role"":""direct_model_family_witness"",""mapping_unit_ids"":[""unit.o018.lab.ch04.airline-max-flow""],""pyomo_highs_applicability"":""applicable"",""runtime_dependency_ids"":[""dependency.pyomo"",""dependency.highs""],""scope_note"":""The frozen workbook/notebooks encode d->e and objective 9; O018 separately implements the printed/corrected d->t network with objective 12 and records the divergence.""}",open_source_python_pulp_solver_workflow,false,2026-08-23T00:00:00+02:00,,,,codex-r017-o018-id-production,rights.r017.code,,external_runtime_not_frozen_or_shipped_for_this_witness,,"[""Python"",""Jupyter"",""PuLP"",""PuLP solver backend""]",[],interlanguage.asset,0.1.0,1354,f9ba8ba0cfac56393ec8cf5c42a47c0466db179da3eaa80a532cf19ce3336fca,,Intro-Math-Programming/baseText/optimization/optimization-examples/airline_maxflow_pulp.ipynb,source_frozen,,,,,,,,,optimization_notebook_pulp
